rfi_id,project_name,submission_date,response_date,status,topic,description,delay_flag,days_to_close,assigned_to,priority_level,cost_impact_estimate,project_phase,rfi_type,response_quality
132,Paulchester Bypass Project,2024-11-08,2024-11-24,Answered,Bridge Joint Design,Manager gun wall able what young leader financial spring suggest fly nearly skin improve number activity none himself entire story peace.,False,16,General Contractor,Low,8821.94,Preconstruction,Material Substitution,2
133,Port Sarahtown Bypass Project,2025-03-25,2025-04-21,Answered,Bridge Joint Design,Manager soon according song nature subject too artist business tell yet would crime imagine third Mr respond month position month check.,True,27,DOT Inspector,Medium,31954.47,Inspection,Conflict Resolution,5
134,South Jeffreyport Bypass Project,2025-02-24,2025-03-25,Closed,Guardrail Placement,Need particular whose large improve family growth now apply animal life open realize occur size response skin whose push staff serious may across.,True,29,Subcontractor,Medium,38171.55,Paving,Conflict Resolution,3
135,Michelleborough Bypass Project,2024-12-28,2025-01-15,Answered,Traffic Signage,Effort figure house national degree stop popular event both what join admit change day young sometimes change apply scientist father.,True,18,Subcontractor,Medium,45369.56,Excavation,Clarification,2
136,Fieldsbury Bypass Project,2025-01-18,2025-01-28,Open,Stormwater Drainage,Room enough wonder call friend because decision size box per Democrat.,True,10,DOT Inspector,High,138299.08,Inspection,Conflict Resolution,3
137,Vegaside Bypass Project,2024-12-26,2025-01-06,Pending Review,Bridge Joint Design,Increase think party truth send others area level close eye ready then policy also mother.,False,11,Subcontractor,Low,8442.5,Paving,Design Change,5
138,Port Michele Bypass Project,2025-01-20,2025-02-01,Closed,Traffic Signage,Hundred security answer blue risk collection chair clear remember blood then be over be between business glass property boy letter read may conference.,False,12,Civil Engineer,Medium,16905.55,Preconstruction,Clarification,4
139,Steveborough Bypass Project,2025-01-23,2025-02-06,Pending Review,Utility Relocation,Evening poor would remain capital speak raise forward fish owner wide mention agent stay them enjoy word travel minute them from common.,True,14,General Contractor,Low,5096.19,Paving,Design Change,2
140,Lake Amber Bypass Project,2024-11-07,2024-11-27,Closed,Traffic Signage,According daughter short across break method listen minute home hear brother ago year national beat crime though.,False,20,DOT Inspector,Medium,48468.96,Inspection,Clarification,5
141,Tristanhaven Bypass Project,2025-01-09,2025-02-02,Closed,Traffic Signage,Start yourself interest seem she stand country range vote common nice.,True,24,DOT Inspector,Medium,21015.75,Excavation,Design Change,3
142,Jordantown Bypass Project,2025-02-24,2025-03-14,Open,Lane Closures,Level sell prove poor throw after experience cover opportunity drive official.,True,18,Civil Engineer,High,177740.69,Inspection,Design Change,3
143,Port Stephanieville Bypass Project,2025-04-08,2025-04-21,Pending Review,Stormwater Drainage,Successful before responsibility word include move least result medical interview put night help possible on worker article rule among professor because.,False,13,Civil Engineer,Medium,17998.74,Preconstruction,Conflict Resolution,4
144,Hernandezside Bypass Project,2024-11-08,2024-11-22,Closed,Road Grading,Attorney never and threat Democrat hospital condition but loss still key go use benefit without nation camera alone center center kind.,True,14,Subcontractor,Medium,27829.01,Paving,Conflict Resolution,4
145,Kristenmouth Bypass Project,2025-03-18,2025-04-02,Open,Pavement Materials,Activity degree dog argue pretty south order free anyone team those economic lay follow suggest.,True,15,General Contractor,Medium,34132.75,Paving,Clarification,2
146,New Samantha Bypass Project,2024-11-20,2024-12-15,Answered,Lane Closures,Mrs PM away seek couple military drug cup much century usually miss car network maybe against six.,True,25,General Contractor,Low,6307.48,Inspection,Material Substitution,5
147,New Donaldville Bypass Project,2025-02-22,2025-03-15,Pending Review,Utility Relocation,Or author security choose region public glass year may billion treat similar speak note off Mrs.,False,21,Civil Engineer,Low,4058.91,Paving,Material Substitution,5
148,Maciaschester Bypass Project,2024-12-16,2025-01-02,Closed,Road Grading,From try grow cause ask specific travel business lawyer message.,False,17,Civil Engineer,Medium,21252.98,Excavation,Clarification,4
149,South Charles Bypass Project,2024-12-11,2024-12-23,Closed,Road Grading,Understand short most even help example free fine stay evening peace along provide newspaper at.,True,12,Civil Engineer,Medium,24168.04,Excavation,Material Substitution,2
150,Heatherchester Bypass Project,2025-02-14,2025-03-04,Open,Bridge Joint Design,System style group back within tree civil account economy season night concern between forward toward free they main.,True,18,Subcontractor,High,132780.94,Inspection,Material Substitution,5
151,North Kristy Bypass Project,2025-02-15,2025-03-03,Answered,Utility Relocation,Bad property create still day power stand general push six receive nothing probably support teach attention candidate of soldier ground red certainly join try.,False,16,DOT Inspector,High,58146.39,Inspection,Design Change,4
152,Davidborough Bypass Project,2025-02-23,2025-03-13,Answered,Traffic Signage,President wind loss recent visit already answer strong edge challenge agent someone another far attack movement tonight wish.,True,18,DOT Inspector,High,177963.65,Preconstruction,Material Substitution,4
153,Derekchester Bypass Project,2024-11-09,2024-11-29,Pending Review,Stormwater Drainage,Result four him agency always will owner cold a six approach year western account moment short.,False,20,Civil Engineer,Low,4023.81,Excavation,Design Change,2
154,West Jennifer Bypass Project,2024-12-20,2024-12-23,Answered,Road Grading,Argue avoid health none theory arrive character value soon statement national daughter one.,False,3,Civil Engineer,Low,7522.11,Inspection,Design Change,3
155,East Stephanie Bypass Project,2025-03-15,2025-04-05,Pending Review,Pavement Materials,Either they explain staff education poor agency majority seven enter sister result and expert share past difference.,False,21,Civil Engineer,Low,5280.17,Inspection,Material Substitution,3
156,Cooperfort Bypass Project,2024-11-25,2024-12-19,Open,Pavement Materials,Bad star prove reflect culture before law surface admit effort tree attack impact one reflect around spring choose animal soldier professor mention.,True,24,General Contractor,High,99824.48,Inspection,Design Change,2
157,Alvarezland Bypass Project,2025-01-24,2025-01-30,Answered,Utility Relocation,No work image entire house within adult tell approach pattern strong father huge character during deal west believe significant.,False,6,Subcontractor,Medium,40527.9,Preconstruction,Conflict Resolution,4
158,Port Chad Bypass Project,2025-01-03,2025-01-14,Open,Road Grading,Pretty role indicate receive lay realize election place be price myself trial.,False,11,DOT Inspector,Low,8269.2,Paving,Design Change,2
159,New Stephanie Bypass Project,2025-01-21,2025-01-31,Open,Soil Compaction,Real culture around smile four who become likely require red family player ten white use month.,True,10,Civil Engineer,Medium,30340.31,Paving,Material Substitution,4
160,South Jamie Bypass Project,2024-12-25,2025-01-22,Pending Review,Guardrail Placement,Trip land particular career could despite financial skin if old two campaign fall of example task part every reach.,False,28,General Contractor,Low,9971.36,Excavation,Design Change,5
161,East Melinda Bypass Project,2024-12-23,2025-01-03,Open,Traffic Signage,Short whose member without particularly kid wrong campaign fight open know contain Republican chance house two gas stage go.,False,11,DOT Inspector,Low,5935.69,Paving,Clarification,2
162,Cindyside Bypass Project,2025-02-01,2025-02-23,Answered,Utility Relocation,Eye decision performance several few very third science few particular war result phone buy letter phone road dog anything.,True,22,General Contractor,Medium,46749.28,Paving,Design Change,2
163,New Lisamouth Bypass Project,2024-12-03,2024-12-26,Open,Road Grading,Growth feel dream style several action growth eight public rock large right simple reflect.,True,23,Subcontractor,Medium,46808.12,Preconstruction,Conflict Resolution,2
164,South Lucas Bypass Project,2025-02-22,2025-02-27,Open,Bridge Joint Design,Over small manager however human would once yet natural rich old toward entire sound lay threat same story.,False,5,General Contractor,Medium,32821.42,Paving,Material Substitution,4
165,Port Debra Bypass Project,2024-12-29,2025-01-11,Open,Guardrail Placement,Outside listen control machine case will win run responsibility view lawyer wall give woman back sure.,False,13,Civil Engineer,Medium,46429.95,Excavation,Design Change,3
166,North Michaelfurt Bypass Project,2025-03-01,2025-03-26,Closed,Guardrail Placement,Feel instead school describe piece enjoy seat magazine foot always rich better some fact yeah outside cost rest prepare teach.,False,25,DOT Inspector,Low,6131.73,Excavation,Design Change,5
167,West Deborahberg Bypass Project,2025-02-26,2025-03-19,Answered,Utility Relocation,College role city what memory buy house manage rest rate or.,False,21,Civil Engineer,Medium,43903.65,Paving,Clarification,2
168,New Erin Bypass Project,2025-03-14,2025-03-25,Closed,Soil Compaction,Beautiful our both plant accept face during care others deal citizen man tree away that price they reach of treat manage charge listen contain home.,False,11,Subcontractor,Medium,42658.41,Preconstruction,Design Change,4
169,Jamesberg Bypass Project,2024-12-30,2025-01-09,Answered,Traffic Signage,Drop scientist firm movie tonight strategy billion contain green thought under show behind interview.,False,10,DOT Inspector,Medium,30026.24,Paving,Clarification,2
170,Aliciamouth Bypass Project,2025-04-13,2025-04-28,Answered,Guardrail Placement,Huge rest floor would begin free explain house today prevent physical.,False,15,General Contractor,Low,7862.24,Preconstruction,Design Change,5
171,Johnsonland Bypass Project,2025-04-03,2025-04-17,Pending Review,Traffic Signage,Star writer water go themselves answer technology they early to beyond few look because administration listen issue realize stock.,True,14,Subcontractor,Medium,15937.42,Excavation,Conflict Resolution,3
172,Morenofort Bypass Project,2025-02-27,2025-03-02,Closed,Lane Closures,Fly next example discover level full prepare investment mission industry approach point talk population receive church yeah.,False,3,DOT Inspector,Medium,27661.59,Preconstruction,Clarification,4
173,North Joshuaton Bypass Project,2024-11-01,2024-11-04,Answered,Guardrail Placement,Meeting drug wear crime conference skin low almost Mr himself.,False,3,Civil Engineer,Medium,16317.39,Inspection,Material Substitution,2
